指数名称,指数代码,收盘,成交额(亿元),平均股本(亿股),静态市盈率
上证180,000010,6875.53,914,124.34,11.06
上证５０,000016,2163.29,324.2,331.88,9.32
上证380,000009,5424.38,792.14,12.7,34
上证100,000132,5915.29,166.41,11.72,27.13
上证150,000133,6243.86,224.1,5.28,77.74
上证综指,000001,2988.6,2555.65,27.25,14.76
上证Ｂ股,000003,351.74,4.24,2.98,28.7
上证国债,000012,157.81,5.99,N/A,N/A
上证基金,000011,5651.98,302.93,N/A,N/A
上证企债,000013,203.85,23.24,N/A,N/A
