指数名称,指数代码,收盘,成交额(亿元),平均股本(亿股),静态市盈率
上证180,000010,6742.34,746.25,124.32,10.84
上证５０,000016,2122.97,274.67,331.78,9.14
上证380,000009,5316.25,680.82,12.64,33.31
上证100,000132,5827.55,152.1,11.68,26.74
上证150,000133,6156.27,239.23,5.28,76.68
上证综指,000001,2931.59,2246.62,27.24,14.47
上证Ｂ股,000003,346.85,3.22,2.97,28.29
上证国债,000012,157.65,7.48,N/A,N/A
上证基金,000011,5641.77,355.63,N/A,N/A
上证企债,000013,203.61,14.52,N/A,N/A
