指数名称,指数代码,收盘,成交额(亿元),平均股本(亿股),静态市盈率
上证180,000010,6673.37,476.98,123.9,10.77
上证５０,000016,2105.53,140.98,331.16,9.1
上证380,000009,5198.59,557.16,12.56,32.62
上证100,000132,5669.76,124.62,11.59,26.06
上证150,000133,6006.54,177.16,5.27,74.74
上证综指,000001,2891.96,1647.49,27.18,14.27
上证Ｂ股,000003,342.55,3.24,2.97,27.93
上证国债,000012,157.56,4.69,N/A,N/A
上证基金,000011,5637.29,311.55,N/A,N/A
上证企债,000013,203.39,24.35,N/A,N/A
