指数名称,指数代码,收盘,成交额(亿元),平均股本(亿股),静态市盈率
上证180,000010,6914.43,769.81,124.41,11.12
上证５０,000016,2167.1,237.35,331.88,9.35
上证380,000009,5497.18,799.93,12.7,34.47
上证100,000132,6002.47,185.58,11.72,27.54
上证150,000133,6307.14,237.93,5.28,78.56
上证综指,000001,3017.29,2483.06,27.25,14.91
上证Ｂ股,000003,353.09,3.1,2.98,28.82
上证国债,000012,157.84,3.12,N/A,N/A
上证基金,000011,5654.34,271.67,N/A,N/A
上证企债,000013,203.94,24.06,N/A,N/A
