指数名称,指数代码,收盘,成交额(亿元),平均股本(亿股),静态市盈率
上证180,000010,6673.29,612.14,123.85,10.75
上证５０,000016,2102.2,167.9,331.16,9.07
上证380,000009,5184.95,655.67,12.51,32.48
上证100,000132,5640.16,143.58,11.55,25.91
上证150,000133,6016.35,196.07,5.26,74.57
上证综指,000001,2885.11,1958.5,27.14,14.22
上证Ｂ股,000003,342.05,2.67,2.89,27.87
上证国债,000012,157.36,5.27,N/A,N/A
上证基金,000011,5636,348.85,N/A,N/A
上证企债,000013,203.16,27.44,N/A,N/A
