指数名称,指数代码,收盘,成交额(亿元),平均股本(亿股),静态市盈率
上证180,000010,6604.7,536.91,123.11,10.54
上证５０,000016,2078.76,230.61,333.64,8.9
上证380,000009,4909.38,435.3,11.55,30.91
上证100,000132,5400.79,97.43,11.36,24.44
上证150,000133,5648.86,144.16,5.69,49.91
上证综指,000001,2807.51,1500.56,26.9,13.79
上证Ｂ股,000003,342.76,6.17,2.84,27.98
上证国债,000012,157.16,7.11,N/A,N/A
上证基金,000011,5624.6,280.19,N/A,N/A
上证企债,000013,202.28,31.35,N/A,N/A
