指数名称,指数代码,收盘,成交额(亿元),平均股本(亿股),静态市盈率
上证180,000010,6992.64,602.33,124.68,11.16
上证５０,000016,2177.78,191.95,332.37,9.32
上证380,000009,5598.52,694.7,12.94,35.2
上证100,000132,6091.38,134.79,11.72,27.92
上证150,000133,6433.07,212.59,5.28,79.93
上证综指,000001,3039.01,2015.88,27.35,15.05
上证Ｂ股,000003,353.09,2.91,2.98,28.8
上证国债,000012,158.28,6.72,N/A,N/A
上证基金,000011,5669.99,234.5,N/A,N/A
上证企债,000013,204.73,33.54,N/A,N/A
