指数名称,指数代码,收盘,成交额(亿元),平均股本(亿股),静态市盈率
上证180,000010,6588.03,405.72,123.11,10.51
上证５０,000016,2073.8,138.59,333.64,8.87
上证380,000009,4929.19,378.99,11.55,30.99
上证100,000132,5407.28,80.12,11.36,24.46
上证150,000133,5686.24,136.31,5.69,50.35
上证综指,000001,2806.91,1252.75,26.88,13.78
上证Ｂ股,000003,335.34,4.33,2.84,27.33
上证国债,000012,157.16,6.43,N/A,N/A
上证基金,000011,5624.31,284.74,N/A,N/A
上证企债,000013,202.31,26.47,N/A,N/A
