指数名称,指数代码,收盘,成交额(亿元),平均股本(亿股),静态市盈率
上证180,000010,6787.51,735.98,123.25,10.83
上证５０,000016,2138.96,263.16,333.64,9.15
上证380,000009,5179.37,689.28,11.78,32.65
上证100,000132,5638.45,143.18,11.71,25.58
上证150,000133,6016.01,242.72,5.79,53.47
上证综指,000001,2913.51,2215.07,27.02,14.33
上证Ｂ股,000003,348.7,3.55,2.84,28.44
上证国债,000012,157.2,5.13,N/A,N/A
上证基金,000011,5639.04,342.46,N/A,N/A
上证企债,000013,202.67,19.81,N/A,N/A
