指数名称,指数代码,收盘,成交额(亿元),平均股本(亿股),静态市盈率
上证180,000010,6748,532.59,124.32,10.86
上证５０,000016,2127.09,162.35,331.88,9.18
上证380,000009,5305.99,550.35,12.69,33.26
上证100,000132,5811.89,125.56,11.69,26.63
上证150,000133,6126.97,171.13,5.28,76.27
上证综指,000001,2932.48,1743.3,27.24,14.48
上证Ｂ股,000003,347.07,2.32,2.98,28.32
上证国债,000012,157.77,7.03,N/A,N/A
上证基金,000011,5645.26,322.47,N/A,N/A
上证企债,000013,203.78,23.32,N/A,N/A
