指数名称,指数代码,收盘,成交额(亿元),平均股本(亿股),静态市盈率
上证180,000010,6805.47,448.16,123.56,10.87
上证５０,000016,2139.07,142.01,333.64,9.16
上证380,000009,5241.31,512.38,11.8,33.04
上证100,000132,5684.63,108.11,11.76,25.8
上证150,000133,6104.18,183.38,5.81,54.3
上证综指,000001,2936.05,1646.92,27.04,14.45
上证Ｂ股,000003,351.06,1.64,2.84,28.63
上证国债,000012,157.23,7.28,N/A,N/A
上证基金,000011,5642.38,343.02,N/A,N/A
上证企债,000013,202.82,21.75,N/A,N/A
