指数名称,指数代码,收盘,成交额(亿元),平均股本(亿股),静态市盈率
上证180,000010,6896.31,512.68,124.69,11.04
上证５０,000016,2148.68,157.27,332.37,9.24
上证380,000009,5449.92,507.71,13.12,34.32
上证100,000132,5970.58,112.44,11.77,27.33
上证150,000133,6217.25,178.72,5.45,79.9
上证综指,000001,2976.7,1628.32,27.49,14.79
上证Ｂ股,000003,344.34,1.49,2.98,28.12
上证国债,000012,158.59,2.05,N/A,N/A
上证基金,000011,5628.06,257.18,N/A,N/A
上证企债,000013,205.55,36.75,N/A,N/A
