指数名称,指数代码,收盘,成交额(亿元),平均股本(亿股),静态市盈率
上证180,000010,6603.81,395.25,123.17,10.57
上证５０,000016,2092.16,160.67,333.64,8.97
上证380,000009,4964.47,341.33,11.72,31.26
上证100,000132,5411.78,68.59,11.59,24.41
上证150,000133,5732.79,119.38,5.77,50.77
上证综指,000001,2822.45,1163.11,26.98,13.89
上证Ｂ股,000003,334.57,1.68,2.84,27.3
上证国债,000012,157.23,5.89,N/A,N/A
上证基金,000011,5627.04,310.52,N/A,N/A
上证企债,000013,202.6,29.14,N/A,N/A
