指数名称,指数代码,收盘,成交额(亿元),平均股本(亿股),静态市盈率
上证180,000010,6672.11,439.09,123.85,10.75
上证５０,000016,2104.22,118.29,331.16,9.08
上证380,000009,5204.96,564.22,12.52,32.63
上证100,000132,5677.83,132.13,11.55,26.1
上证150,000133,6009.72,174.21,5.26,74.67
上证综指,000001,2888.81,1642.38,27.15,14.25
上证Ｂ股,000003,340.74,1.98,2.89,27.8
上证国债,000012,157.52,11.76,N/A,N/A
上证基金,000011,5636.62,302.68,N/A,N/A
上证企债,000013,203.28,31.2,N/A,N/A
