指数名称,指数代码,收盘,成交额(亿元),平均股本(亿股),静态市盈率
上证180,000010,6837.72,667.65,123.33,10.91
上证５０,000016,2152.64,227.59,333.64,9.21
上证380,000009,5234.02,665.58,11.8,32.99
上证100,000132,5680.92,131.44,11.76,25.78
上证150,000133,6091.14,237.05,5.8,54.19
上证综指,000001,2938.68,2134.3,27.02,14.46
上证Ｂ股,000003,351.34,2.82,2.84,28.65
上证国债,000012,157.21,5.78,N/A,N/A
上证基金,000011,5643.42,333.71,N/A,N/A
上证企债,000013,202.73,22.29,N/A,N/A
