指数名称,指数代码,收盘,成交额(亿元),平均股本(亿股),静态市盈率
上证180,000010,6735.89,562.38,124.29,10.84
上证５０,000016,2122.63,204.25,331.78,9.15
上证380,000009,5310.99,567.87,12.64,33.26
上证100,000132,5822.52,131.77,11.69,26.69
上证150,000133,6146.1,206.96,5.28,76.49
上证综指,000001,2929.61,1882.49,27.24,14.46
上证Ｂ股,000003,346.75,2.08,2.97,28.28
上证国债,000012,157.67,7.3,N/A,N/A
上证基金,000011,5644.23,285.62,N/A,N/A
上证企债,000013,203.69,23.99,N/A,N/A
