O/N,1.9830,0.00
1W,2.4550,0.20
2W,2.9030,0.90
1M,3.0890,0.60
3M,3.0610,1.00
6M,3.1090,0.40
9M,3.1770,0.10
1Y,3.2530,0.90
O/N,1.9830,0.00
1W,2.4550,0.20
2W,2.9030,0.90
1M,3.0890,0.60
3M,3.0610,1.00
6M,3.1090,0.40
9M,3.1770,0.10
1Y,3.2530,0.90
