O/N,2.0090,1.90
1W,2.3760,2.40
2W,2.8430,0.70
1M,3.0190,2.90
3M,3.0415,1.05
6M,3.1180,0.50
9M,3.1800,0.20
1Y,3.2590,0.30
O/N,2.0090,1.90
1W,2.3760,2.40
2W,2.8430,0.70
1M,3.0190,2.90
3M,3.0415,1.05
6M,3.1180,0.50
9M,3.1800,0.20
1Y,3.2590,0.30
O/N,2.0090,1.90
1W,2.3760,2.40
2W,2.8430,0.70
1M,3.0190,2.90
3M,3.0415,1.05
6M,3.1180,0.50
9M,3.1800,0.20
1Y,3.2590,0.30
