O/N,1.9510,0.10
1W,2.2940,0.10
2W,2.5810,1.10
1M,2.6960,0.70
3M,2.8230,0.90
6M,2.9800,0.90
9M,3.0440,0.70
1Y,3.1210,0.40
O/N,1.9510,0.10
1W,2.2940,0.10
2W,2.5810,1.10
1M,2.6960,0.70
3M,2.8230,0.90
6M,2.9800,0.90
9M,3.0440,0.70
1Y,3.1210,0.40
