O/N,1.9500,0.70
1W,2.2950,0.20
2W,2.5920,2.10
1M,2.7030,1.30
3M,2.8320,0.80
6M,2.9890,0.40
9M,3.0510,0.60
1Y,3.1250,0.90
O/N,1.9500,0.70
1W,2.2950,0.20
2W,2.5920,2.10
1M,2.7030,1.30
3M,2.8320,0.80
6M,2.9890,0.40
9M,3.0510,0.60
1Y,3.1250,0.90
O/N,1.9500,0.70
1W,2.2950,0.20
2W,2.5920,2.10
1M,2.7030,1.30
3M,2.8320,0.80
6M,2.9890,0.40
9M,3.0510,0.60
1Y,3.1250,0.90
